Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,commodity,food_supply_stage,packaging_material,days_to_expiry,temp_class,hour_of_day,day_of_week,month,temperature_celsius,synthetic_loss_percentage,loss_risk
2029-08-14 21:01:58.482062340,Truck_2,82.10376850237914,72.39029150091547,237.24053863010116,Delivered,57.28498967371844,Heavy,12.543896494327852,370.5941850524649,2.040502650902861,Weather,83.43525384867715,277.7825294647494,1.0049554262937526,Maize (corn),Storage (post-harvest collection),cardboard,19,ambient,21,1,8,11.95703911816291,17.206623964140302,1
2045-10-14 15:46:37.545899153,Truck_10,42.403654955019505,-146.10136419588363,289.3929411246967,Delivered,53.3140947704438,Detour,43.35934763587855,235.82307908032047,5.0215574276782675,Mechanical Failure,85.81792332322955,270.4543754148146,0.0243006326160664,Millet,Storage,paper,6,ambient,15,5,10,23.904666905897596,14.149852148739086,1
2026-06-16 00:33:18.930831760,Truck_7,26.859834153230334,-34.19057955492467,197.44151029528248,In Transit,60.69365422588444,Clear,25.3150360873949,464.5760359426111,5.0704193513028155,Unknown,67.34936447378247,231.28906447367743,0.0,Sugar cane,Storage,paper,15,ambient,0,1,6,13.502270541806404,0.0,0
2031-04-30 05:10:16.394727975,Truck_3,-87.60496669345692,-165.1081156134924,440.57371523720906,Delayed,66.12751131615666,Clear,45.77001059532757,147.94188755144324,3.8782636044150927,Unknown,79.47047543410335,206.82485046409073,1.0277916378292191,Maize (corn),Storage (post-harvest collection),glass,15,ambient,5,2,4,18.905687402705233,13.848563054200454,1
2040-10-18 07:23:09.600975931,Truck_4,12.72430974947087,10.751825610017056,294.15527402164776,In Transit,79.49253960188334,Detour,50.60341496241778,390.0240711360326,3.8832589706091274,Traffic,74.41677490393039,111.21657014381546,0.0020271314663222,Maize (corn),Transport,foil,29,ambient,7,3,10,11.478894937677447,0.0,0
2036-02-19 17:19:35.419999897,Truck_4,-0.7101379850479487,100.42795728156968,452.8686951268531,Delivered,56.61838192890104,Clear,22.76002921368594,444.1143532801629,5.983358792764446,Traffic,62.30889601179074,205.0953322312301,0.0286166793726182,Cabbages,Processing,paper,25,ambient,17,1,2,21.651069075972977,25.570815236266924,1
2028-08-21 05:27:47.767012745,Truck_6,-69.04641187167422,-67.17113042076356,169.1456777500653,Delayed,70.49274117708823,Clear,19.631780570359304,389.105087834636,5.006661388507684,Unknown,74.05460027181425,239.21063757929576,1.0120082209321488,Cottonseed,Storage,paper,12,ambient,5,0,8,19.649900582205547,7.221320520340162,0
2028-01-25 06:08:23.780653745,Truck_7,83.1025503262863,-55.85766985342676,364.0002065337755,Delivered,57.870646053663755,Heavy,57.974037919852975,441.3902370534031,7.972707285163024,Mechanical Failure,67.19493790195337,125.38480136456214,0.9702659061098868,Maize (corn),Storage (post-harvest collection),cardboard,5,ambient,6,1,1,10.762693571110995,13.070119600372928,1
2031-05-17 07:06:13.762215525,Truck_5,-17.988035532182597,-94.71509300103548,130.06552901857586,Delivered,78.3680701619738,Heavy,39.05153507252123,426.1243959004284,8.925509274126236,Traffic,92.3731986105785,145.91324435932347,0.995763562486848,Maize (corn),Storage (post-harvest collection),paper,17,ambient,7,5,5,10.571538608387009,10.06145994784183,0
2034-01-26 18:41:45.191296160,Truck_6,68.60379316298351,-70.8511503764802,163.14923964204007,In Transit,59.579436460931504,Heavy,39.00430483953816,211.6526709700606,3.811710949322777,Traffic,82.71411057640111,244.62279097480615,0.994241571922848,Wheat,Transport,paper,14,ambient,18,3,1,23.95864406554719,11.167456422956867,0
2044-04-28 18:41:16.080201268,Truck_10,-69.50101971951155,-38.23751110844313,285.3192700729014,Delivered,67.86606930095203,Clear,34.37498882516133,152.58491924195897,3.896773589471131,Unknown,73.9998847396996,219.08783208919905,0.0,Millet,Storage (post-harvest collection),glass,18,ambient,18,3,4,11.754791212475205,8.014395431753721,0
2046-02-07 18:21:13.366463542,Truck_3,70.23371336256736,60.82367680940932,99.69820512816696,Delayed,75.89431603308267,Heavy,50.367685955007374,437.7951962815938,8.99356431215824,Traffic,88.33741785685243,101.98605494973243,0.989600067063589,"Other beans, green",Storage (post-harvest collection),foil,25,ambient,18,2,2,19.49921909779269,7.992508336728767,0
2039-07-12 23:35:38.771197259,Truck_1,-84.68969532014249,-63.246936401574075,173.21356629883832,In Transit,59.281503862094446,Clear,55.26013359714051,443.7414515433477,10.02515387746186,Unknown,99.56230321674576,235.97183754770543,0.0157471139436336,Maize (corn),Storage (post-harvest collection),foil,24,ambient,23,1,7,23.50097505747425,2.787614021958415,0
2043-09-04 19:05:25.965744615,Truck_2,-16.309074349435292,-49.6438127572167,250.639578379335,In Transit,53.872622402991915,Detour,39.30837986690479,139.70475619896348,10.11599570215352,Weather,71.72232633895001,243.63230486185256,0.0211584779299174,Maize (corn),Storage,paper,3,ambient,19,4,9,20.250134488365724,14.851736128614853,1
2028-05-04 05:28:35.634769857,Truck_1,-61.3968094075288,137.74415275507087,187.8942924428995,Delayed,70.1067304432836,Clear,9.868874276256744,361.5452926519021,6.0163818244715435,Mechanical Failure,82.21504057091695,192.4190961483271,1.0200822912831535,Millet,Storage (post-harvest collection),plastic,16,ambient,5,3,5,19.012526319032396,11.397341495824971,0
2034-02-13 03:43:02.821839273,Truck_7,19.124989318884165,176.33899257356396,338.4704354223139,Delivered,64.46599513408991,Detour,49.38013845954363,228.90918771838645,2.044387968095428,Traffic,89.92645577349458,298.8071099019484,0.0,Sorghum,Storage (post-harvest collection),foil,27,ambient,3,0,2,14.254093106488758,6.168473414135795,0
2033-02-28 07:17:54.812760651,Truck_7,-69.14201286880937,-122.03311584447589,341.4510533728387,In Transit,76.17705133940633,Heavy,58.61688178480714,425.1883217004066,3.154614810159134,Unknown,79.38903058509008,179.45884264237102,0.9992920686227248,Wheat,Storage (post-harvest collection),cardboard,20,ambient,7,0,2,14.509326486660193,4.942562786334425,0
2050-03-20 19:39:14.938962102,Truck_3,69.87145426546465,-122.39447847874663,130.7079390556415,Delayed,64.79643492451576,Detour,50.17551578651852,381.14638851953663,9.92287515842783,Traffic,71.8352757246358,106.53441751565856,1.0226961739620064,Rice,Storage,foil,9,ambient,19,6,3,24.57638629938944,16.717430315742945,1
2031-10-07 21:54:48.083311468,Truck_2,43.44192677066036,71.1792837930178,144.44099018062232,Delayed,70.38993074945257,Heavy,54.262404129251244,158.4300963877378,1.050643066525001,Mechanical Failure,84.25774989396325,241.9033662738058,1.0013770311039794,Maize (corn),Storage (post-harvest collection),paper,1,ambient,21,1,10,9.679529062462082,19.640988257148205,1
2053-01-02 17:44:50.131970167,Truck_2,89.10866979278386,-27.335225024981018,473.06596496257606,In Transit,77.71519756817422,Detour,26.09697735211702,144.26540063506437,8.00498041417611,Traffic,71.88204192003141,124.7092501799616,0.0,Rice,Storage (post-harvest collection),foil,26,ambient,17,3,1,15.715507613502236,3.200351780563842,0
2048-06-30 01:02:58.956412792,Truck_6,14.959733538254,-46.33465708247221,281.3599036803662,Delayed,50.7765315424296,Detour,11.518200922035726,494.3239679345239,9.984140994087836,Weather,88.03137303599382,197.81008047706027,1.0057568354681283,Potatoes,Retail,foil,3,ambient,1,1,6,22.827569783011725,12.84424912139736,0
2044-04-01 07:21:19.691780210,Truck_9,45.02722787256597,-33.785345694301014,389.66218659507695,Delivered,50.8990674389191,Clear,35.181735784760214,435.3458670720854,6.970113685947668,Unknown,70.6679172044123,247.80156433338473,0.0114333832365821,"Mangoes, guavas and mangosteens",Wholesale,glass,2,ambient,7,4,4,23.6197471914137,24.65878689499075,1
2035-02-07 03:21:22.000997960,Truck_9,-42.6533135430665,45.28870384931233,301.0272834700493,Delayed,57.973606324060334,Heavy,16.445570832931242,254.90658178390728,6.043510239348903,Unknown,65.00886666011664,149.01790778568812,0.9964253996737588,Rice,Storage (post-harvest collection),glass,12,ambient,3,2,2,11.782951302432874,11.868756177590386,0
2043-11-24 06:53:48.488804579,Truck_9,34.930142220892755,-171.4469841702642,263.05855661048616,In Transit,55.1361180261022,Clear,51.123795629418346,209.25320861970675,9.898972516644948,Mechanical Failure,85.27402039497841,175.1679559185118,0.0092466567318469,Millet,Storage (post-harvest collection),foil,4,ambient,6,1,11,19.153353167572003,8.269826981426256,0
2029-05-03 14:32:20.054768652,Truck_4,68.79109406020963,-108.5634226946027,312.8687258548387,Delayed,52.25967890152421,Detour,49.175470209856144,262.84743955462324,1.8695360108839365,Unknown,88.24189354424617,121.56702861024532,0.9889575746844624,Maize (corn),Storage (post-harvest collection),paper,14,ambient,14,3,5,11.67409534329095,13.267884462283376,1
2034-07-21 18:35:20.407206059,Truck_7,52.41978298067001,25.69737405226249,111.21259092873224,Delayed,60.88292939774252,Heavy,39.07271571944972,140.0338207054454,8.993748763148874,Traffic,75.4079109286915,116.63869402226872,0.991075441175157,Areca nuts,Storage (post-harvest collection),paper,6,ambient,18,4,7,13.666665174726754,8.493883385060181,0
2042-02-05 14:59:52.358050108,Truck_3,-18.809475471039708,-86.54205369927142,139.5251845148639,Delivered,77.81812964222318,Heavy,29.15380251305194,424.98607704340446,6.812708897680551,Weather,69.49977913915647,273.91907846528426,0.9702158407604556,Fonio,Storage,cardboard,28,ambient,14,2,2,17.560301193920527,5.265567419009306,0
2035-02-27 16:09:46.993919671,Truck_7,81.12607685746312,-53.49772205457001,364.0571205685165,Delivered,57.35408368524647,Heavy,58.06766478951944,436.5861764656368,7.765575865848074,Mechanical Failure,66.68575932643991,119.22019722563356,0.990004945572151,Millet,Storage (post-harvest collection),glass,9,ambient,16,1,2,10.779439982106394,12.685681731152425,0
2050-02-22 10:38:13.710543394,Truck_9,-38.8996905567143,50.237511693308946,119.97090476539032,Delivered,65.72859243049416,Detour,20.211597345329817,480.32323934718016,0.9799651383299722,Mechanical Failure,96.96569743143014,164.99824292028202,0.0005399100739239,Potatoes,Storage (post-harvest collection),glass,17,ambient,10,1,2,20.89260288185481,11.088457556016348,0
2048-06-02 05:32:40.708528399,Truck_10,-3.4235679133840407,106.65298414656648,331.8649387272515,In Transit,52.66348042690254,Clear,48.1939794015716,215.36558463283595,8.097524929596464,Mechanical Failure,98.66055023899912,101.6405085945364,0.0076824644297952,Rice,Storage (post-harvest collection),foil,24,ambient,5,1,6,14.224199413368652,12.212470811159214,0
2037-03-01 01:09:43.527405381,Truck_4,76.74938197191051,106.2197950427868,203.11889838358948,Delayed,68.574430241896,Heavy,42.213324954753254,94.9058970612147,7.026371677935359,Traffic,62.81243671112627,115.2665960789766,1.0008595667147082,Oranges,Retail,cardboard,20,ambient,1,6,3,14.873578218434584,3.6196293021129775,0
2038-04-24 06:18:45.085306883,Truck_9,40.48657093511889,-2.7934269355486654,328.3756456286138,Delivered,52.20296267345798,Heavy,37.09601860592253,228.20445472720704,4.993906851154151,Traffic,97.26352021319086,161.68365136050997,0.9700242253383746,Rice,Storage (post-harvest collection),plastic,2,ambient,6,5,4,19.33211430249525,16.142850666721447,1
2049-01-27 11:55:53.831741214,Truck_8,-20.904422904862216,-155.5504866437286,259.3463696632038,In Transit,58.56292443765143,Clear,48.6713287149994,266.87420901000604,6.992152347297266,Mechanical Failure,77.97297854274885,132.31376041263377,0.0,"Peas, green",Market,cardboard,11,ambient,11,2,1,17.303268393002234,3.68086098603174,0
2037-05-31 19:19:36.334015131,Truck_8,74.34720507012956,-120.66197240594218,437.92865644073936,In Transit,70.82756069129493,Detour,20.257922858918572,441.3555318479508,5.019797015363678,Weather,90.34543147415935,154.17090080006028,0.0230343607906432,Sorghum,Storage (post-harvest collection),paper,28,ambient,19,6,5,19.67543683653764,5.413265136033186,0
2042-02-12 21:50:29.455184102,Truck_2,36.76962104955395,96.19632449506,473.9620438255443,Delayed,50.08187871225295,Detour,32.36853808893757,294.277910722536,7.061982396146186,Traffic,96.40771829446902,209.85391049387036,1.0006781451870372,Oranges,Distribution,plastic,2,ambient,21,2,2,18.977534528143217,12.041095110261049,0
2050-09-20 04:10:41.900047302,Truck_9,77.4755268972106,14.050238625146504,416.2250156111021,Delayed,68.68941261761697,Heavy,52.505428304337194,131.6398856770677,6.018738812108314,Unknown,76.55163357781781,101.58462978024916,1.0026059303645771,Rice,Storage (post-harvest collection),cardboard,20,ambient,4,1,9,20.233939554262584,10.20174349150941,0
2033-01-03 16:37:59.455215693,Truck_5,36.424588604713705,-106.9246821884577,325.552819474985,Delayed,77.60825941102757,Heavy,39.1070979712732,386.1686687952497,1.109307219779995,Unknown,69.04448103591517,138.39273788665892,1.0054757934922396,Rice,Storage (post-harvest collection),foil,28,ambient,16,0,1,9.28036506738599,1.593123292047656,0
2025-07-26 03:24:38.928848557,Truck_5,-90.0,86.63608503495401,303.4775931452802,In Transit,71.19545075674036,Detour,44.33461044433574,303.63640380942854,10.084162493723197,Weather,71.35237622887149,138.9477690413106,0.0,Strawberries,Post-harvest,paper,24,ambient,3,5,7,13.292018399775522,28.8365584512328,1
2025-05-24 11:13:50.175951205,Truck_7,-68.18582560193008,159.16637846613605,205.6368094947378,Delayed,77.95508551224736,Clear,14.88873827997502,310.1456453438724,2.239854148684312,Mechanical Failure,64.12083884647022,208.6273775796572,1.007691948833442,Rice,Storage (post-harvest collection),paper,12,ambient,11,5,5,13.72965729012277,15.63054588927494,1
2044-01-24 14:57:01.568252087,Truck_2,26.55414406227949,-102.04593903219184,94.94229899439732,Delayed,68.31880669743583,Clear,48.95337910988972,460.857290629156,3.0616867621066377,Unknown,61.26199762602564,148.91548834900422,0.9771691134678868,Grapes,Market,glass,29,ambient,14,6,1,21.738692611602232,3.1212039488826777,0
2024-05-06 23:50:23.317852877,Truck_3,67.52988764846303,-21.38743992092133,427.07910257588185,Delayed,56.61128937074799,Clear,15.296657692818988,245.26538227708517,5.006245324125139,Traffic,84.00257359580101,225.75174710764205,1.0168943078944,Fonio,Storage (post-harvest collection),plastic,23,ambient,23,0,5,19.229282803778936,6.31741947952812,0
2034-11-09 03:54:56.824364185,Truck_6,-84.55702737441058,78.33861129649607,345.12461967568504,In Transit,65.35162701969408,Clear,42.637059779764115,399.2785141477701,8.147389169986978,Traffic,96.6609220144691,155.6683813125597,0.0,Rice,Storage (post-harvest collection),cardboard,20,ambient,3,3,11,14.576770650182558,11.92826326479054,0
2049-12-14 00:18:50.558089733,Truck_4,77.85386389306467,-0.5022337983770797,479.0382179046189,Delayed,50.08758593718453,Heavy,10.908824358568875,154.3776085139128,0.9465245650770128,Mechanical Failure,84.66751456160713,163.82922982796018,1.0071972015770057,Rice,Storage (post-harvest collection),plastic,26,ambient,0,1,12,27.575085694408244,8.063485409226429,0
2027-03-07 18:40:54.315808818,Truck_10,-8.77533653244292,-150.0761222554935,430.5823085226476,In Transit,56.00434082449489,Heavy,31.371063358170797,449.6282702299031,3.0190919586774747,Unknown,88.38685846793132,148.80857470733355,0.9963019228541398,Wheat,Storage (post-harvest collection),foil,18,ambient,18,6,3,17.475851911740722,11.041964246718564,0
2035-07-07 09:53:22.919900477,Truck_6,-83.56044076691653,16.05353862164695,287.43393400164615,Delivered,61.62273082390947,Clear,53.7077810068695,151.2108604802743,1.9019061257138672,Traffic,71.95767099533644,210.16996860349215,0.0,Maize (corn),Storage (post-harvest collection),cardboard,20,ambient,9,5,7,19.325210110344884,6.521557164705525,0
2032-09-18 17:26:40.443350971,Truck_4,-46.329160586941754,-92.42352802584874,170.1961760661402,Delivered,66.2133537653738,Clear,56.879854814249725,123.70478009990804,7.973674077113199,Unknown,98.6246965667132,247.4916582904047,0.0108262081687881,Wheat,Storage (post-harvest collection),paper,15,ambient,17,5,9,14.532109537737728,15.075335875069246,1
2028-07-23 10:23:52.884799212,Truck_5,69.34541748235591,-122.2204792615145,405.63757010528855,In Transit,60.79850194177043,Clear,49.67120252165551,419.4611411584702,0.9464897290923844,Traffic,67.59772981663404,183.46340410378693,0.0,Rice,Transport,paper,19,ambient,10,6,7,21.2041299564454,4.48183116562975,0
2052-11-17 11:40:22.842478991,Truck_2,-15.389663539890286,135.06556438401103,427.87121949971726,In Transit,73.33208148712629,Clear,28.95676118687507,392.27995620833616,4.976457377783898,Unknown,94.56021363896495,232.1372758698516,0.015006985862477,Wheat,Storage (post-harvest collection),paper,26,ambient,11,6,11,15.128116813908008,6.7606871430920865,0
2036-05-26 09:27:50.222214580,Truck_6,15.222046236484111,-45.46118443280871,282.2302938517927,Delayed,50.46496261115146,Detour,10.968014261151229,494.3679511969721,9.81236051062304,Weather,88.26769535831995,203.41567340952375,0.9856493119410632,Fonio,Storage (post-harvest collection),foil,30,ambient,9,0,5,23.07583495967571,5.924116402259665,0
2039-11-01 15:55:16.825503647,Truck_2,-38.327606145477006,108.95462120216428,350.8855997518433,Delivered,62.65302748839035,Detour,18.725960802843307,289.64593226193625,2.862164154976542,Unknown,73.28650419409368,178.66891911237423,0.0,Maize (corn),Storage (post-harvest collection),paper,28,ambient,15,1,11,12.230291821181954,7.523229873817409,0
2049-07-12 11:08:54.611580372,Truck_9,-73.17894018636434,129.90431258897055,176.99522266300644,In Transit,73.61569520366275,Heavy,37.312450414681166,153.56317070142074,3.98919776838985,Mechanical Failure,91.27105196893127,165.72748257027413,1.0126970828958894,Wheat,Storage (post-harvest collection),cardboard,26,ambient,11,0,7,16.078692240330117,7.934842390097318,0
2053-06-14 04:05:43.474938989,Truck_2,69.78841048566188,92.98048764396133,314.6125532388787,In Transit,51.445900433325185,Detour,31.459927120845876,354.1853279354859,1.9410439188140705,Unknown,69.50861257234116,252.27123330732573,0.0,Maize (corn),Storage (post-harvest collection),cardboard,3,ambient,4,5,6,19.52446882824672,9.492958824418562,0
2024-09-18 19:20:35.346684929,Truck_6,-38.707097419181025,102.25955497204772,381.8286987145255,Delivered,68.06194971659846,Clear,37.11180032579026,110.04402314991954,5.964018696354476,Weather,64.94359698694045,190.2740364909548,0.0,Rice,Storage (post-harvest collection),cardboard,7,ambient,19,2,9,20.107110555329346,8.351550764775846,0
2052-05-15 08:14:20.986598492,Truck_1,40.37965679868351,-146.30615635248247,426.1970410816941,In Transit,67.93885720727852,Heavy,49.63812034788188,194.5114358333087,10.0209951983371,Mechanical Failure,73.07972144446379,126.9249347622458,1.0240668407996985,Wheat,Storage (post-harvest collection),glass,5,ambient,8,2,5,13.664925769342265,13.54477177374104,1
2042-07-21 12:48:58.399883747,Truck_8,59.94430849296477,-87.8832156257132,436.59412593588667,In Transit,73.25263301135688,Clear,59.459399638172144,312.3992310921415,2.0152902157605608,Unknown,83.79811521328315,229.18248604906196,0.0,"Mangoes, guavas and mangosteens",Wholesale,cardboard,4,ambient,12,0,7,19.415008471633513,17.251717327711393,1
2027-06-20 03:52:29.759351626,Truck_9,35.39851028778643,-21.774574210617697,248.2168316474834,Delivered,74.69817139718376,Detour,44.42302732580428,476.57937887293787,7.0458320113512345,Mechanical Failure,66.86307537130871,246.00495295534267,0.0055043963788233,Sorghum,Storage (post-harvest collection),glass,2,ambient,3,6,6,17.214860185072553,13.002218279038882,1
2030-04-22 09:49:17.554180443,Truck_1,21.414201066187168,134.546080390903,156.89766979105386,Delayed,56.40589182191895,Clear,13.455430026528528,414.56766650990386,8.157294910599598,Traffic,73.7821437363311,221.01850157153305,1.0022111920826635,Wheat,Storage (post-harvest collection),paper,16,ambient,9,0,4,21.131165051091156,21.038827851665133,1
